amount,new_payee,on_call,typing_pause,typing_variance,device_movement,transaction_hour,previous_transactions,fraud
30925.25,0,1,9.34,0.26,0.63,15,54,1
11315.46,0,0,9.03,0.21,0.89,7,87,0
23755.8,1,0,5.59,0.17,0.47,14,17,1
11376.32,0,0,4.06,0.61,0.52,11,4,0
33507.98,0,0,0.67,0.23,0.58,12,89,0
44152.0,0,0,5.87,0.19,0.78,1,80,1
45176.72,0,0,8.29,0.69,0.9,20,8,0
29888.5,0,0,5.18,0.63,0.23,16,51,0
32053.33,0,1,3.49,0.3,0.99,13,97,0
1546.74,1,0,0.37,0.31,0.31,10,1,0
35562.3,1,0,4.24,0.71,1.0,4,11,1
38107.9,1,0,7.08,0.86,0.96,18,75,1
24553.12,0,0,4.37,0.97,0.7,7,29,0
22523.36,0,0,1.67,0.09,0.24,17,24,0
39327.16,0,0,7.52,0.34,0.95,22,57,0
16405.13,0,0,0.88,0.16,0.22,18,6,0
25741.48,0,0,4.29,0.54,0.25,2,20,0
3764.89,0,0,2.56,0.41,0.83,12,35,0
30342.63,0,0,0.27,0.44,0.27,3,76,0
30804.77,1,0,5.51,0.16,0.94,19,10,1
43929.16,0,1,2.17,0.33,0.23,9,25,0
41759.8,0,0,9.72,0.49,0.97,19,77,0
17508.22,1,1,1.95,0.64,0.92,18,83,0
48827.71,1,1,7.95,0.99,0.9,18,97,1
39260.38,1,0,4.29,0.11,0.82,15,80,0
18186.92,0,0,5.87,0.35,0.63,13,97,0
33569.65,0,1,5.7,0.17,0.52,19,83,1
41928.89,1,0,1.64,0.12,0.75,18,41,0
19856.68,1,1,2.41,0.79,0.64,17,94,0
17902.88,0,0,6.19,0.41,0.42,0,57,0
4452.48,1,0,4.86,0.98,0.38,20,21,0
19685.97,1,1,2.49,0.71,0.11,4,28,1
17514.61,1,0,6.36,0.98,0.88,19,68,1
27419.67,0,0,3.42,0.37,0.57,2,61,0
719.56,0,1,0.31,0.27,0.77,6,35,0
18547.37,0,1,9.81,0.07,0.57,11,40,0
13921.78,0,0,1.99,0.92,0.49,1,8,0
1753.36,0,0,0.86,0.72,0.42,22,67,0
268.6,1,1,4.01,0.59,0.27,1,46,0
705.66,0,0,9.19,0.41,0.78,0,22,0
19979.05,0,1,0.59,0.18,0.13,7,2,0
629.31,1,0,0.14,0.43,0.23,17,47,0
14077.62,1,0,4.04,0.45,0.93,3,3,0
34698.79,1,1,7.16,0.61,0.91,16,90,1
35867.15,0,0,6.36,0.55,0.35,7,73,0
27694.53,0,0,4.05,0.8,0.51,22,66,0
7729.15,1,0,9.33,0.29,0.75,10,37,1
15569.09,1,0,8.84,0.34,0.71,18,2,1
7658.96,0,0,3.62,0.36,0.7,17,29,0
35498.6,1,0,6.15,0.12,0.87,15,13,1
30791.05,1,0,7.27,0.47,0.11,15,27,1
47858.53,1,0,6.99,0.6,0.71,12,47,1
1821.24,0,1,9.5,0.06,0.24,23,9,0
24691.97,0,0,8.95,0.27,0.23,9,3,0
35172.05,1,0,9.1,0.8,0.76,22,94,0
31531.2,1,1,0.64,0.79,0.63,9,53,1
9290.61,1,0,3.94,0.69,0.51,7,56,1
19433.34,0,0,0.17,0.22,0.36,17,62,0
45971.93,0,0,3.64,0.76,0.64,12,7,0
9769.06,0,0,4.32,0.89,0.27,21,18,0
29508.49,1,0,6.51,0.27,0.58,10,72,0
43364.88,0,0,6.43,0.08,0.71,7,73,0
18778.85,0,0,0.16,0.99,0.4,17,98,0
39523.76,0,0,2.76,0.99,0.86,6,47,0
45571.13,0,0,9.03,0.32,0.67,5,21,0
14436.26,0,0,4.94,0.68,0.4,8,8,0
35301.9,1,0,1.77,0.42,0.78,14,32,0
21423.76,1,0,3.02,0.75,0.81,12,4,1
15327.96,0,0,9.3,0.61,0.17,2,24,0
47722.33,1,0,0.82,0.9,0.47,12,33,0
47988.49,0,0,0.59,0.52,0.29,8,69,0
19984.78,0,1,9.84,0.53,0.48,3,16,0
735.67,0,0,3.87,0.05,0.63,18,79,0
6438.34,0,0,6.6,0.49,0.81,18,79,0
40077.66,0,0,7.86,0.7,0.7,6,20,1
35901.93,0,0,9.97,0.98,0.56,4,70,1
49996.25,0,0,8.44,0.82,0.74,4,19,1
35942.68,0,0,5.03,0.4,0.89,21,36,0
24397.47,0,1,2.61,0.65,0.21,0,22,0
44977.92,0,0,2.12,0.44,0.56,18,38,0
30165.32,0,0,4.07,0.09,0.78,6,42,0
36482.25,0,0,9.83,0.28,0.41,12,64,0
5570.29,0,0,6.98,0.83,0.57,1,80,0
30984.23,0,0,6.88,0.24,0.83,8,23,0
49489.74,0,0,8.66,0.05,0.24,10,5,0
49291.62,0,0,1.69,0.32,0.63,5,80,0
34143.24,0,0,2.92,0.54,0.86,21,54,0
695.72,0,0,0.82,0.94,0.49,17,2,1
5459.18,1,0,4.67,0.94,0.27,14,84,0
39676.22,0,0,0.44,0.67,0.21,9,33,0
34317.77,1,0,8.82,0.56,0.86,6,46,1
37797.54,0,0,4.11,0.22,0.39,22,90,0
23798.92,0,0,0.49,0.76,0.95,13,73,0
27046.08,1,0,6.16,0.19,0.84,2,57,1
11151.28,0,0,6.22,0.68,0.96,8,66,0
49290.11,0,0,8.89,0.71,0.38,9,23,0
33364.11,0,1,4.54,0.67,0.76,19,53,0
18618.87,0,0,8.99,0.98,0.67,3,47,0
28157.85,1,0,1.22,0.65,0.75,14,95,0
21880.72,0,0,3.48,0.96,0.81,19,57,0
40569.7,0,0,3.72,0.89,0.18,4,19,0
24749.35,0,0,4.57,0.46,0.16,11,11,0
41071.82,1,0,1.22,0.1,0.63,3,11,0
18703.22,0,0,9.36,0.11,0.23,13,24,0
43412.9,1,0,0.93,0.31,0.33,3,68,0
12976.39,0,0,3.06,0.48,0.17,4,66,0
28320.04,1,0,9.42,0.9,0.6,20,12,1
16222.13,0,0,5.93,0.74,0.78,16,57,0
27862.94,0,0,2.6,0.43,0.18,4,72,0
22977.53,0,0,0.94,0.99,0.61,15,83,0
9197.43,1,0,0.54,0.1,0.91,5,77,0
32604.88,0,0,9.09,0.21,0.06,8,44,0
11246.23,0,0,3.21,0.22,0.76,16,12,0
34411.49,0,0,9.35,0.09,0.53,13,4,0
13915.84,0,0,8.92,0.09,0.12,9,25,0
18550.79,0,0,1.51,0.1,0.64,6,64,0
12258.33,1,0,0.39,0.37,0.61,2,5,0
13214.87,0,1,7.81,0.9,0.93,3,87,1
21250.51,0,1,1.63,0.87,0.36,12,95,0
14488.24,0,0,1.43,0.29,0.97,20,83,0
28343.14,1,0,6.91,0.37,0.16,21,31,1
10593.73,0,0,9.36,0.92,0.1,12,46,0
7061.07,0,0,9.46,0.13,0.25,3,91,0
3071.25,0,0,5.78,0.3,0.68,4,43,0
27289.18,0,0,7.22,0.89,0.05,15,69,0
25624.61,1,1,4.72,0.84,0.22,16,37,1
17710.85,0,1,7.48,0.59,0.34,6,21,0
35815.63,0,0,0.83,0.54,0.83,9,41,0
478.81,0,0,7.48,0.91,0.05,22,3,0
23665.95,0,1,2.3,0.5,0.11,21,73,0
19059.81,0,0,3.98,0.99,0.25,8,80,0
31142.02,0,1,1.15,0.43,0.59,5,88,0
32680.11,0,0,1.72,0.29,0.29,1,38,0
21495.2,1,0,8.24,0.97,0.42,17,91,1
1629.91,0,0,1.66,0.75,0.09,14,82,0
7670.16,0,0,7.6,0.55,0.64,0,64,1
36277.84,0,0,9.88,0.39,0.83,0,71,1
6159.99,0,0,6.92,0.12,0.24,22,75,0
3252.07,0,0,9.65,0.88,0.88,23,37,0
20791.04,1,0,1.34,0.19,0.9,4,79,1
14518.0,0,0,7.12,0.63,0.95,14,30,0
43461.71,0,0,7.05,0.47,0.32,19,2,0
42651.56,0,0,5.47,0.07,0.79,7,31,0
38935.46,1,0,5.65,0.11,0.67,3,88,1
23530.78,0,1,2.57,0.35,0.96,16,94,0
11884.98,0,0,5.33,0.89,0.41,12,89,0
22124.24,1,1,9.08,0.1,0.25,10,9,1
15377.35,0,0,9.65,0.44,0.38,2,57,0
704.57,0,1,9.78,0.2,0.56,1,17,0
27936.91,0,0,5.89,0.47,0.34,5,76,0
12710.12,0,0,6.06,0.63,0.42,9,10,0
41728.5,0,1,4.45,0.67,0.1,20,71,0
42586.18,1,1,2.89,0.6,0.48,16,72,1
9127.03,0,0,7.94,0.89,0.7,20,2,0
6245.46,0,1,3.54,0.08,0.31,8,95,0
49703.69,0,0,0.66,0.65,0.78,6,65,1
11391.5,1,1,0.85,0.94,0.32,19,40,0
48390.94,0,0,4.34,0.36,0.66,3,47,0
35861.45,1,1,8.61,0.39,0.36,23,85,1
17191.92,1,0,4.77,0.94,0.8,21,70,0
30455.68,0,1,2.99,0.21,0.72,3,25,1
43959.55,1,1,0.69,0.68,0.8,21,85,1
18795.6,0,1,3.24,0.62,0.42,20,41,0
36649.98,0,0,0.24,0.36,0.35,8,82,0
15796.4,0,0,6.62,0.62,0.44,2,29,1
28272.74,0,1,8.27,0.38,0.59,18,12,1
13654.68,1,0,5.28,0.89,0.57,7,43,0
35796.5,0,0,6.37,0.81,0.98,10,35,1
35406.09,0,1,7.39,0.78,0.27,16,3,1
11888.72,1,0,6.6,0.44,0.65,19,38,0
17049.95,0,0,3.01,0.19,0.4,4,56,0
31471.35,1,0,2.51,0.23,0.53,20,25,0
36478.98,0,0,8.85,0.92,0.96,8,7,1
45308.8,0,0,0.16,0.72,0.94,1,58,0
31883.48,1,1,6.5,0.97,0.38,15,79,1
27196.32,0,0,7.34,0.76,0.76,17,80,1
23360.49,1,0,0.23,0.45,0.68,2,80,0
21755.57,0,1,4.13,0.31,0.14,5,70,0
41272.06,0,0,7.52,0.95,0.41,10,97,0
19746.65,0,0,3.37,0.41,0.95,4,29,0
1355.19,1,1,2.45,0.46,0.17,11,13,0
6753.79,0,0,5.58,0.28,0.39,9,90,0
29528.8,0,1,4.8,0.2,0.17,23,93,0
48699.64,0,1,5.86,0.81,0.46,7,10,1
43418.09,0,0,2.73,0.61,0.19,14,12,0
14751.25,0,0,5.11,0.67,0.96,3,31,0
17314.64,0,0,2.53,0.73,0.55,8,45,0
13544.98,0,0,6.01,0.33,0.73,8,44,0
13069.83,0,0,6.99,0.72,0.7,4,38,0
12815.4,0,0,1.02,0.94,0.84,5,51,0
45342.77,0,1,1.66,0.07,0.8,14,42,0
49427.38,0,0,2.53,0.69,0.09,2,4,0
19099.84,0,1,8.76,0.6,0.55,15,45,0
17189.38,0,0,3.84,0.82,0.22,2,48,0
16485.05,0,0,3.79,0.8,0.09,19,9,0
19049.25,1,0,5.1,0.25,0.12,7,38,0
47603.18,0,0,9.54,0.67,0.69,7,13,0
24681.22,0,0,8.03,0.49,0.11,3,83,0
27286.31,1,0,0.79,0.58,0.6,3,17,0
23604.35,0,0,2.67,0.6,0.28,0,12,0
8967.45,1,1,5.5,0.58,0.65,11,15,1
34041.94,0,1,7.53,0.65,0.35,21,9,1
20526.21,0,0,3.89,0.63,0.82,21,38,0
12184.82,0,1,3.74,0.55,0.86,22,4,0
16290.23,0,0,1.39,0.71,0.92,14,50,0
3823.2,0,0,5.16,0.23,0.87,9,14,0
45155.66,1,0,6.12,1.0,0.33,15,37,1
47664.06,0,0,1.63,0.34,0.74,6,56,0
26259.28,0,1,0.17,0.26,0.62,1,58,0
23368.98,0,1,6.29,0.66,0.95,3,84,1
32704.4,0,0,3.89,0.99,0.72,20,32,0
20209.69,1,0,9.64,0.25,0.57,16,38,1
49932.53,0,0,3.53,0.55,0.27,3,98,0
28671.02,0,0,3.31,0.1,0.95,20,44,0
12872.09,0,0,6.02,0.18,0.67,5,99,0
14727.71,0,0,3.68,0.07,0.96,19,35,0
39464.62,0,1,8.62,0.73,0.91,20,21,1
24715.35,0,1,9.48,0.39,0.18,15,80,1
1621.11,0,0,9.42,0.88,0.54,9,56,0
396.08,0,0,7.57,0.19,0.88,13,55,0
11547.99,0,0,9.02,0.73,0.38,10,16,0
35145.49,1,0,8.15,0.52,0.96,15,33,1
8639.97,1,0,9.85,0.73,0.13,10,19,0
36494.34,0,0,5.81,0.17,0.27,2,7,0
9854.62,0,0,8.74,0.32,0.33,3,99,0
7522.2,0,0,0.85,0.92,0.97,1,15,0
24114.05,1,0,4.98,0.92,0.96,17,18,1
13196.16,0,0,4.47,0.35,0.41,4,53,0
1706.0,0,0,5.38,0.6,0.1,12,26,0
23091.33,0,0,7.8,0.24,0.8,17,1,1
49752.93,0,0,0.85,0.84,0.47,9,11,0
43751.09,1,1,2.56,0.4,0.76,22,78,1
7775.95,0,1,1.6,0.74,0.5,5,55,0
8938.12,0,1,2.23,0.55,0.28,0,49,0
18503.16,0,0,1.0,0.97,0.98,18,55,0
20892.35,0,0,4.41,0.12,0.52,13,45,0
30116.58,0,0,8.59,0.54,0.7,15,60,0
22505.38,0,0,2.88,0.32,0.12,17,40,0
25383.19,0,0,6.55,0.51,0.56,15,96,0
8785.15,0,1,5.23,0.84,0.77,11,8,1
32412.98,0,0,5.12,0.72,0.44,15,84,0
39456.61,0,1,4.34,0.12,0.17,9,51,0
3481.09,1,0,9.0,0.78,0.88,8,72,1
29825.11,0,0,3.17,0.75,0.07,15,68,0
3633.1,0,0,7.71,0.18,0.89,16,29,0
47428.79,0,0,6.97,0.84,0.45,6,96,0
35463.37,0,0,3.93,0.89,0.98,17,87,0
44332.18,0,0,0.55,0.58,0.12,6,46,0
40377.47,0,1,8.12,0.2,0.42,0,46,1
46926.46,1,0,5.78,0.77,0.31,1,86,1
28053.61,0,0,6.15,0.55,0.06,21,16,0
35235.71,0,0,3.68,0.94,0.87,7,10,0
22509.49,0,0,9.67,0.39,0.11,20,70,0
28593.32,0,1,0.49,0.54,0.1,13,81,0
44371.5,1,0,6.24,0.8,0.9,1,80,1
21310.9,1,0,2.75,0.11,0.81,1,98,1
15815.52,0,0,1.75,0.48,0.28,10,1,0
43791.26,0,0,0.45,0.4,0.51,0,78,0
46977.64,0,0,9.59,0.13,0.66,7,11,0
48913.36,0,0,2.1,0.9,0.92,3,14,0
37022.57,0,1,6.89,0.56,0.28,18,50,1
14810.11,1,0,9.38,0.21,0.67,12,13,0
5065.02,0,0,3.61,0.96,0.86,13,52,0
476.3,0,0,8.91,0.97,0.12,2,51,0
27461.77,0,0,3.24,0.56,0.68,19,14,1
28142.56,0,0,3.54,0.06,0.08,3,30,0
26210.58,1,0,8.17,0.45,0.14,6,3,1
25645.6,0,0,3.69,0.76,0.88,21,85,0
14953.83,0,0,7.91,0.35,0.86,3,4,0
33103.96,0,0,4.5,0.37,0.86,14,48,0
41652.88,0,0,9.78,0.61,0.53,6,21,0
10841.91,1,0,5.78,0.59,0.92,8,40,0
8128.08,1,0,4.96,0.46,0.59,12,88,0
49505.31,0,0,5.94,0.47,0.07,9,58,0
627.29,0,1,2.45,0.29,0.05,19,6,0
30808.74,0,0,2.44,0.19,0.41,19,36,0
45817.74,0,0,1.12,0.91,0.59,3,45,1
26316.03,1,0,9.57,0.45,0.33,17,81,1
40080.59,0,0,5.05,0.65,0.18,23,30,0
14363.32,0,0,4.61,0.09,0.08,1,13,0
17718.75,0,0,3.67,0.58,0.73,9,93,0
14606.17,0,0,2.29,0.55,0.21,0,51,0
24269.97,0,0,3.31,0.44,0.82,4,87,0
3152.88,0,0,9.4,0.71,0.1,20,36,0
41517.83,1,0,4.46,0.94,0.19,20,2,1
11785.02,0,0,5.11,0.48,1.0,1,39,0
39343.6,0,1,6.19,0.71,0.33,4,83,1
2074.59,1,0,1.61,0.21,0.59,2,50,0
38735.91,0,0,9.63,0.42,0.43,15,76,0
40492.98,0,0,3.79,0.51,0.24,5,19,0
11150.45,0,1,3.13,0.24,0.3,18,87,0
3560.65,0,0,3.03,0.16,0.43,13,51,0
4987.12,1,0,7.27,0.45,0.41,2,85,0
26240.39,0,0,7.43,0.84,0.76,14,80,1
31140.77,0,0,3.88,0.18,0.87,2,54,0
1633.29,0,1,6.0,0.97,0.18,6,61,0
39926.44,0,0,5.87,0.63,0.74,14,32,0
38561.56,0,0,4.1,0.79,0.96,16,93,0
26823.28,0,0,5.11,0.63,0.06,4,2,1
44283.5,0,0,1.06,0.37,0.53,10,52,0
1250.33,1,1,7.54,0.77,0.42,9,74,1
32873.07,1,0,0.74,0.38,0.99,15,79,0
29377.78,1,0,3.79,0.13,0.39,14,6,0
6140.33,0,0,3.67,0.42,0.8,19,53,0
23102.89,0,0,9.87,0.33,0.63,17,17,0
23383.65,0,0,2.72,0.08,0.82,12,49,0
23911.16,0,0,6.01,0.33,0.1,21,73,0
157.18,0,0,5.99,0.79,0.53,0,61,0
27217.91,0,0,7.02,0.19,0.06,10,68,0
1585.62,0,1,5.54,0.31,0.8,17,87,1
36678.29,0,0,9.06,0.24,0.99,4,0,1
12369.79,0,0,6.22,0.71,0.25,17,11,0
29859.19,0,0,5.72,0.52,0.66,6,99,0
27081.43,0,0,4.75,0.89,0.83,15,31,0
35852.7,0,0,4.91,0.35,0.18,2,59,0
2339.8,0,0,7.35,0.29,0.4,3,13,0
13506.52,1,0,4.85,0.97,0.28,22,85,0
2742.49,0,0,7.59,0.26,0.81,6,95,0
36096.19,0,0,0.48,0.52,0.19,15,85,0
7153.82,0,0,2.28,0.62,0.98,17,97,0
38194.55,1,0,2.99,0.52,0.15,15,7,0
17519.94,0,0,0.86,0.92,0.55,22,60,0
17637.59,0,0,0.75,0.88,0.74,13,54,0
25278.44,0,0,0.8,0.77,0.57,16,62,0
43142.46,1,0,8.08,0.76,0.76,18,23,1
24382.19,0,1,4.85,0.51,0.35,15,79,0
25677.94,0,0,9.83,0.2,0.56,7,57,0
15992.97,0,1,3.97,0.11,0.42,18,72,0
3464.45,0,0,4.28,0.07,0.99,14,69,0
38951.0,0,0,3.95,0.38,0.07,2,65,0
44485.55,0,0,5.95,0.9,0.72,1,49,1
43404.84,0,0,5.31,0.86,0.94,19,81,1
496.91,1,0,2.73,0.54,0.51,17,22,0
24024.37,1,0,2.81,0.92,0.12,6,38,0
34118.62,0,0,1.81,0.86,0.18,23,28,0
3855.35,0,0,9.42,0.75,0.56,16,88,0
23974.0,0,0,4.16,0.85,0.23,9,78,0
36139.44,1,1,5.14,0.66,0.42,16,80,1
45322.66,1,1,1.47,0.86,0.95,8,68,1
25980.45,1,0,9.94,0.48,0.73,16,4,1
24755.61,1,0,4.18,0.15,0.42,12,41,0
747.54,1,0,8.31,0.56,0.55,15,56,0
42992.02,1,0,1.59,0.88,0.09,2,8,1
39067.67,1,1,5.85,0.15,0.49,11,17,1
1483.49,0,0,7.34,0.53,0.4,8,15,0
36638.79,0,0,6.56,0.58,0.39,21,12,0
12608.04,1,0,5.99,0.85,0.08,3,15,1
40803.1,1,1,1.78,0.72,0.19,17,57,1
12331.79,1,0,9.86,0.6,0.65,7,66,0
37848.54,0,0,3.76,0.45,0.59,9,19,0
5532.14,0,0,9.5,0.99,0.51,15,24,0
32283.69,0,0,8.75,0.76,0.52,8,36,0
25561.87,0,0,1.0,0.1,0.86,18,37,0
28800.25,0,0,3.68,0.19,0.09,15,93,0
49743.01,0,0,5.72,0.84,0.23,13,37,0
45954.84,0,1,4.96,0.48,0.97,0,81,1
32543.89,0,0,5.34,0.54,0.59,9,44,0
40548.31,0,1,3.87,0.61,0.88,1,69,1
24338.49,1,0,2.6,0.38,0.89,14,83,0
47510.37,0,0,1.91,0.17,0.11,9,28,0
43918.02,1,0,9.99,0.96,0.67,23,30,0
7693.32,0,0,4.04,0.95,0.37,2,46,0
873.45,1,0,1.49,0.75,0.87,13,67,0
14818.62,1,1,2.69,0.14,0.18,9,49,0
41945.03,1,1,1.74,0.19,0.56,12,43,1
24060.65,0,0,4.85,0.68,0.46,21,7,0
28510.41,1,0,7.9,0.71,0.23,10,80,1
45179.5,1,0,7.27,0.31,0.57,4,68,1
15289.28,0,0,4.11,0.4,0.65,15,99,0
32072.59,1,0,5.99,0.21,0.35,5,3,1
38436.97,0,1,7.11,0.84,0.32,14,20,1
27834.23,1,0,5.85,0.37,0.55,0,48,1
21510.73,0,0,2.92,0.16,0.65,19,32,0
13953.21,1,0,3.98,0.74,0.91,2,99,0
29341.7,1,0,5.58,0.22,0.65,13,65,1
47878.78,0,0,7.1,0.32,0.3,11,95,0
40699.21,1,0,3.38,0.08,0.48,13,67,0
40788.89,0,0,6.65,0.57,0.31,16,96,0
8750.71,1,1,3.72,0.41,0.76,7,12,0
23634.99,0,0,0.63,0.46,0.8,12,75,0
43053.67,0,1,3.48,0.99,0.29,11,31,0
17760.99,0,1,7.49,0.99,0.63,9,92,0
4594.69,1,0,7.03,0.44,0.57,14,22,0
8404.33,0,0,7.94,0.11,0.13,20,34,0
20442.79,0,0,4.82,0.15,0.06,2,61,0
11950.09,0,0,4.25,0.33,0.82,16,79,0
16744.33,1,0,3.31,0.13,0.64,23,78,0
31320.9,0,0,1.14,0.88,0.54,9,50,0
2944.63,0,1,0.31,0.5,0.93,21,24,0
21465.97,0,0,1.77,0.07,0.63,22,20,0
5407.57,0,0,8.11,0.31,0.89,23,78,0
47053.74,0,0,3.74,0.79,0.21,22,62,0
19836.3,1,0,5.22,0.59,0.17,7,0,0
33785.24,1,0,7.4,0.15,0.71,9,68,1
4990.97,1,1,7.2,0.82,0.99,0,1,1
48261.11,0,1,6.54,0.59,0.72,20,22,1
46221.15,0,0,0.41,0.31,0.26,0,63,0
27000.54,1,1,4.07,0.46,0.19,18,78,1
3315.44,1,0,2.07,0.56,0.22,7,49,0
2345.17,0,0,1.44,0.52,0.2,10,68,0
35459.32,0,0,8.72,0.07,0.57,19,68,0
31130.62,1,0,6.95,0.83,0.66,20,28,1
27806.39,1,0,9.68,0.39,0.18,13,87,1
33218.39,1,1,7.48,0.25,0.88,6,80,1
14848.83,1,0,1.05,0.29,0.31,4,10,0
33747.15,1,1,5.83,0.69,0.64,3,40,1
20465.44,0,0,4.88,0.87,0.52,13,57,0
10175.07,1,0,9.57,0.99,0.92,10,67,1
7013.52,0,1,1.56,0.82,0.83,22,51,0
33403.19,1,0,4.19,0.47,0.13,16,57,0
43472.22,1,0,7.54,0.24,0.68,3,0,1
48922.83,0,0,7.19,0.91,0.17,3,32,1
45972.88,1,0,3.81,0.32,0.52,8,5,0
7575.5,0,1,3.56,0.78,0.42,4,79,0
49052.02,0,1,9.89,0.98,0.46,20,23,1
13841.25,0,0,5.84,0.18,0.09,17,19,0
16191.31,0,0,2.01,0.08,0.86,1,82,0
44481.63,1,0,8.09,0.4,0.87,8,93,1
29171.83,0,0,9.8,0.44,0.54,6,81,0
30584.84,1,0,7.9,0.74,0.28,20,71,1
37463.79,1,1,2.35,0.9,0.37,7,67,1
41728.02,0,0,5.45,0.72,0.35,18,29,0
36713.43,1,0,1.75,0.35,0.46,16,48,0
43982.72,1,0,7.55,0.75,0.09,13,81,1
32079.53,1,1,3.84,0.61,0.18,16,35,1
34525.11,0,0,8.2,0.8,0.75,5,96,1
43870.22,0,0,2.16,0.32,0.16,0,92,0
37804.82,0,1,3.74,0.69,0.26,14,10,0
28076.08,1,0,6.74,0.48,0.9,3,2,1
49510.9,1,0,3.27,0.59,0.74,19,80,0
39327.91,0,0,0.63,0.59,0.7,12,94,0
30717.85,0,0,7.05,0.4,0.69,11,84,0
20053.34,0,0,3.71,0.19,0.38,15,21,0
49170.04,0,0,2.71,0.11,0.06,11,12,0
17744.96,1,0,1.96,0.79,0.93,17,6,0
37285.44,0,0,2.09,0.47,0.96,6,80,0
41431.32,0,0,8.64,0.51,0.46,10,68,0
28039.59,1,0,1.84,0.5,0.27,7,19,0
47503.82,1,0,1.81,0.54,0.78,2,42,1
33609.52,0,0,0.52,0.73,0.95,0,5,0
4476.07,0,1,5.56,0.09,0.98,21,67,0
2101.52,0,0,3.49,0.53,0.91,9,6,0
33463.52,0,0,5.56,0.82,0.56,5,73,0
21042.78,0,0,7.3,0.51,0.32,6,49,0
42967.98,0,0,9.35,0.81,0.1,20,75,0
16204.54,1,0,2.64,0.26,0.24,23,58,0
44386.71,0,0,3.21,0.67,0.4,2,37,0
21658.93,0,1,7.7,0.25,0.41,21,28,1
30687.99,0,1,7.7,0.53,0.86,13,44,1
38951.23,1,0,2.75,0.89,0.78,12,25,1
3250.2,0,0,5.09,0.2,0.17,7,36,1
24823.04,1,0,0.49,0.16,0.77,13,56,0
3039.54,0,0,1.44,0.5,0.34,11,89,0
11038.07,1,0,0.21,0.54,0.14,2,52,0
620.32,0,0,2.83,0.52,0.35,0,20,0
11273.02,0,0,6.07,0.41,0.39,9,97,0
577.13,1,0,9.86,0.61,0.1,19,31,0
44169.33,1,0,6.22,0.52,0.97,3,95,1
38278.56,0,0,1.79,0.25,0.78,21,39,0
44254.46,0,1,9.1,0.46,0.14,16,72,1
16912.74,1,0,5.44,0.53,0.15,15,62,0
4329.29,0,1,2.78,0.78,0.22,1,43,0
45785.32,0,1,5.1,0.35,0.9,1,37,1
1498.14,0,0,7.54,0.13,0.95,7,18,0
47460.69,0,0,8.61,0.41,0.97,18,52,0
15849.12,1,1,2.92,0.18,0.77,10,12,0
21869.73,0,1,5.8,0.59,0.3,19,80,1
23462.23,1,1,6.62,0.8,0.08,17,36,1
15356.3,1,0,8.83,0.19,0.53,22,61,0
25890.74,1,1,1.25,0.17,0.17,6,66,1
40886.38,1,1,2.23,0.43,0.98,13,92,1
33605.4,0,0,8.03,0.51,0.82,19,74,0
49967.71,0,0,4.08,0.76,0.86,21,35,0
29764.39,1,1,6.61,0.82,0.6,2,13,1
2159.21,1,0,4.1,0.94,0.24,21,75,0
40931.55,1,0,3.22,0.91,0.27,23,48,0
16810.33,0,0,4.43,0.86,0.1,6,2,0
42618.28,0,0,3.68,0.99,0.16,1,56,1
34115.91,1,0,6.47,0.16,0.41,8,47,1
44072.52,1,0,6.56,0.53,0.19,13,91,1
29719.03,0,0,5.07,0.61,0.65,12,17,0
16072.65,1,0,8.31,0.77,0.23,19,18,0
17797.67,0,0,9.95,0.33,0.75,14,66,0
16328.74,0,0,7.84,0.32,0.19,22,65,0
5210.41,0,0,6.36,0.84,0.21,14,80,0
26581.34,1,0,6.09,0.43,0.79,20,47,1
4781.98,1,0,3.13,0.71,0.09,6,56,0
47981.72,1,0,2.2,0.98,0.74,22,37,1
37119.16,1,0,5.55,0.65,0.51,13,30,1
41660.17,1,1,4.93,0.41,0.84,11,49,1
12393.93,0,0,6.95,0.37,0.3,2,92,0
8935.18,0,0,0.36,0.43,0.2,6,95,0
42161.59,0,0,0.39,0.63,0.36,9,80,0
8265.49,1,1,8.9,0.34,0.68,16,5,1
6114.2,1,0,8.57,0.75,0.41,18,46,0
48352.73,1,1,0.63,0.31,0.75,23,50,1
35353.18,0,0,4.7,0.43,0.87,11,6,0
13042.35,1,0,8.49,0.36,0.72,2,62,0
38500.22,0,1,0.81,0.84,0.14,1,58,1
18226.52,1,1,2.1,0.19,0.39,20,70,0
38003.68,0,0,7.51,0.6,0.84,5,28,0
8174.34,1,0,0.13,0.92,0.64,17,51,0
36314.25,0,1,0.78,0.66,0.79,1,97,0
37772.92,1,0,3.16,0.58,0.92,4,69,1
23329.18,0,0,9.53,0.63,0.15,8,37,0
26182.39,1,0,9.08,0.61,0.75,12,96,1
15833.71,0,1,1.93,0.72,0.09,16,58,0
16996.01,1,0,9.53,0.92,0.13,23,26,0
38996.47,1,1,4.78,0.23,0.14,9,47,1
40935.08,1,0,1.6,0.42,0.89,23,16,0
27191.41,0,0,1.36,0.13,0.23,11,95,0
13885.64,0,0,0.9,0.23,0.88,3,10,0
12891.45,0,1,6.24,0.96,0.29,3,42,1
21291.79,0,0,2.65,0.93,0.18,0,71,0
25286.45,0,0,6.65,0.49,0.4,16,16,0
26014.47,0,0,7.26,0.37,0.69,0,44,0
19936.04,1,0,9.42,0.96,0.89,12,26,1
